HKKOOD	SAP_HKKOOD	NIMETUS	HIND	HULK	ALATES_KUUP	KUNI_KUUP	PA_HM	HKLIIK	AMB_STATS	HAMB_TUNNUS			
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	225,29		1.01.2007	30.06.2009		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	219,73		1.07.2009	31.12.2010		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	219,73		1.01.2011	31.12.2014		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	231,04		1.01.2015	31.12.2015		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	243,72		1.01.2016	31.12.2016		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	243,77		1.01.2017	31.03.2017		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	256,00		1.04.2017	31.03.2018		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	272,92		1.04.2018	31.12.2018		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	292,49		1.01.2019	31.03.2019		OPERATSIOONID	13				
31011	000000000000031011	Võõrkeha operatiivne eemaldamine ninast	308,70		1.04.2019			OPERATSIOONID	13				
31012	000000000000031012	Trahheostoomia	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31012	000000000000031012	Trahheostoomia	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31012	000000000000031012	Trahheostoomia	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31012	000000000000031012	Trahheostoomia	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31012	000000000000031012	Trahheostoomia	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	224,52		1.01.2007	30.06.2009		OPERATSIOONID	13				
31013	000000000000031013	Ösofagoskoopia Võõrkeha Eemaldamisega	218,96		1.07.2009	14.11.2009		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	224,46		1.01.2007	30.06.2009		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	218,90		1.07.2009	31.12.2010		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	218,90		1.01.2011	31.12.2015		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	224,99		1.01.2016	31.12.2016		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	225,03		1.01.2017	31.03.2017		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	237,26		1.04.2017	31.03.2018		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	254,18		1.04.2018	31.12.2018		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	273,75		1.01.2019	31.03.2019		OPERATSIOONID	13				
31014	000000000000031014	Trahheabronhoskoopia võõrkeha eemaldamisega	289,97		1.04.2019			OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	226,38		1.01.2007	31.12.2007		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	228,10		1.01.2008	30.06.2009		OPERATSIOONID	13				
31016	000000000000031016	Ösofagoskoopia Söögitoru Dilatatsiooniga	222,54		1.07.2009	14.11.2009		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	227,65		1.01.2007	30.06.2009		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	222,09		1.07.2009	31.12.2010		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	222,09		1.01.2011	31.03.2018		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	238,74		1.04.2018	31.12.2018		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	266,74		1.01.2019	31.03.2019		OPERATSIOONID	13				
31017	000000000000031017	Kõrvalesta ekstirpatsioon	282,95		1.04.2019			OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	206,18		1.01.2006	31.12.2006		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	248,30		1.01.2007	31.12.2007		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	289,14		1.01.2008	30.06.2009		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	294,19		1.07.2009	31.12.2010		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	294,19		1.01.2011	28.02.2013		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	301,67		1.03.2013	31.12.2013		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	309,61		1.01.2014	31.12.2014		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	322,63		1.01.2015	31.12.2015		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	335,31		1.01.2016	31.12.2016		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	335,35		1.01.2017	31.03.2017		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	347,59		1.04.2017	31.03.2018		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	364,51		1.04.2018	31.12.2018		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	392,51		1.01.2019	31.03.2019		OPERATSIOONID	13				
31018	000000000000031018	Kõrvalestaplastika	408,72		1.04.2019			OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	227,33		1.01.2007	30.06.2009		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	221,77		1.07.2009	31.12.2010		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	221,77		1.01.2011	31.03.2018		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	232,00		1.04.2018	31.12.2018		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	276,95		1.01.2019	31.03.2019		OPERATSIOONID	13				
31020	000000000000031020	Suupõhja abstsessi dreenimine	293,16		1.04.2019			OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	236,47		1.01.2007	30.06.2009		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	230,02		1.07.2009	31.12.2010		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	230,02		1.01.2011	31.12.2014		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	243,10		1.01.2015	31.12.2015		OPERATSIOONID	13				
31101	000000000000031101	Rektovaginaalsete, uretrovaginaalsete fistlite operatsioonid	258,28		1.01.2016	31.12.2016		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	239,99		1.01.2007	31.12.2007		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	273,99		1.01.2008	30.06.2009		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	267,02		1.07.2009	31.12.2010		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	267,02		1.01.2011	28.02.2013		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	268,49		1.03.2013	31.12.2013		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	278,66		1.01.2014	31.12.2014		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	295,52		1.01.2015	31.12.2015		OPERATSIOONID	13				
31102	000000000000031102	Endometrioosi operatsioon	311,94		1.01.2016	31.12.2016		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	240,37		1.01.2007	31.12.2007		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	276,16		1.01.2008	30.06.2009		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	269,20		1.07.2009	31.12.2010		OPERATSIOONID	13				
31103	000000000000031103	Tupeplastika koos emaka ventrofiksatsiooniga	269,20		1.01.2011	31.12.2016		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	233,92		1.01.2007	31.12.2007		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	234,49		1.01.2008	30.06.2009		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	228,93		1.07.2009	31.12.2010		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	228,93		1.01.2011	31.12.2013		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	235,53		1.01.2014	31.12.2014		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	248,55		1.01.2015	31.12.2015		OPERATSIOONID	13				
31104	000000000000031104	Munajuhade või munasarjade operatsioon	261,23		1.01.2016	31.12.2016		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	233,92		1.01.2007	31.12.2007		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	234,49		1.01.2008	30.06.2009		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	228,93		1.07.2009	31.12.2010		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	228,93		1.01.2011	31.12.2013		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	235,53		1.01.2014	31.12.2014		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	248,55		1.01.2015	31.12.2015		OPERATSIOONID	13				
31105	000000000000031105	Paraovariaalsete või intraligamentaarsete healoomuliste kasvajate eemaldamine	261,23		1.01.2016	31.12.2016		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	237,69		1.01.2007	31.12.2007		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	252,90		1.01.2008	30.06.2009		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	246,44		1.07.2009	31.12.2010		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	246,44		1.01.2011	28.02.2013		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	246,97		1.03.2013	31.12.2013		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	256,40		1.01.2014	31.12.2014		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	271,98		1.01.2015	31.12.2015		OPERATSIOONID	13				
31106	000000000000031106	Lihtne vulvektoomia	287,16		1.01.2016	31.12.2016		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	245,48		1.01.2007	31.12.2007		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	285,37		1.01.2008	30.06.2009		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	281,34		1.07.2009	31.12.2010		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	281,30		1.01.2011	28.02.2013		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	293,04		1.03.2013	31.12.2013		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	305,41		1.01.2014	31.12.2014		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	326,12		1.01.2015	31.12.2015		OPERATSIOONID	13				
31107	000000000000031107	Tupe resektsioon	346,28		1.01.2016	31.12.2016		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	148,28		1.02.1999	30.04.2001		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	154,22		1.05.2001	31.05.2002		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	163,17		1.06.2002	30.06.2003		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	177,55		1.07.2003	31.12.2004		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	195,31		1.01.2005	31.12.2005		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	195,31		1.01.2006	31.12.2006		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	229,76		1.01.2007	30.06.2009		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	225,16		1.07.2009	31.12.2010		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	225,16		1.01.2011	31.12.2015		OPERATSIOONID	13				
31108	000000000000031108	Munajuhade sulgemine laparotoomial	227,42		1.01.2016	31.12.2016		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	212,51		1.02.1999	30.04.2001		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	221,01		1.05.2001	31.05.2002		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	233,85		1.06.2002	30.06.2003		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	252,07		1.07.2003	31.12.2004		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	277,25		1.01.2005	31.12.2005		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	277,25		1.01.2006	31.12.2006		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	318,54		1.01.2007	30.06.2009		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	312,27		1.07.2009	31.12.2010		OPERATSIOONID	13				
40101	000000000000040101	Kilpnäärme hemitüreidektoomia	312,27		1.01.2011	31.12.2011		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	212,51		1.02.1999	30.04.2001		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	221,01		1.05.2001	31.05.2002		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	233,85		1.06.2002	30.06.2003		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	252,07		1.07.2003	31.12.2004		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	277,25		1.01.2005	31.12.2005		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	277,25		1.01.2006	31.12.2006		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	323,07		1.01.2007	30.06.2009		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	316,81		1.07.2009	31.12.2010		OPERATSIOONID	13				
40102	000000000000040102	Perforeerunud haavandi üleõmblus	316,81		1.01.2011	31.12.2011		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	212,51		1.02.1999	30.04.2001		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	221,01		1.05.2001	31.05.2002		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	233,85		1.06.2002	30.06.2003		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	252,07		1.07.2003	31.12.2004		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	277,25		1.01.2005	31.12.2005		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	277,25		1.01.2006	31.12.2006		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	326,40		1.01.2007	30.06.2009		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	319,43		1.07.2009	31.12.2010		OPERATSIOONID	13				
40103	000000000000040103	Peensooletoomia, -stoomia, suturatsioon, anastomoos	319,43		1.01.2011	31.12.2011		OPERATSIOONID	13				
40104	000000000000040104	Apendektoomia kesklõikest, kõhukoopa tualett	212,51		1.02.1999	30.04.2001		OPERATSIOONID	13				
40104	000000000000040104	Apendektoomia kesklõikest, kõhukoopa tualett	221,01		1.05.2001	31.05.2002		OPERATSIOONID	13				
40104	000000000000040104	Apendektoomia kesklõikest, kõhukoopa tualett	233,85		1.06.2002	30.06.2003		OPERATSIOONID	13				
40104	000000000000040104	Apendektoomia kesklõikest, kõhukoopa tualett	252,07		1.07.2003	31.12.2004		OPERATSIOONID	13				
40104	000000000000040104	Apendektoomia kesklõikest, kõhukoopa tualett	277,25		1.01.2005	31.12.2005		OPERATSIOONID	13				
